CodeSection,count,coverage_pct,norm_section,category_auto
24-40,2,99.86136159815061,24-40,
6-13,2,99.86158113639581,6-13,
46.2-819.4,2,99.86180067464103,46.2-819.4,traffic
3.2-5407,2,99.86202021288624,3.2-5407,
14-54,2,99.86223975113144,14-54,
18.2-67.3(A)(4),2,99.86245928937666,18.2-67.3,sexual_offense
"2007-5, 9.1",2,99.86267882762186,"2007-5, 9.1",
18.2-370(D)(II),2,99.86289836586707,18.2-370,juvenile_family
"18.2-370(A,4)",2,99.86311790411229,18.2-370,juvenile_family
"18.2-370(A,1)",2,99.86333744235749,18.2-370,juvenile_family
19.2-350,2,99.8635569806027,19.2-350,procedural_other
14.2-17,2,99.86377651884791,14.2-17,
29.1-808,2,99.86399605709312,29.1-808,
20-69,2,99.86421559533832,20-69,
18.2-26/58,2,99.86443513358353,18.2-26,
19.2-306(B),2,99.86465467182875,19.2-306,probation_violation
B.46.2-348,2,99.86487421007395,46.2-348,traffic
2021-4-7-4,2,99.86509374831915,2021-4-7-4,
46.2-855,2,99.86531328656437,46.2-855,traffic
46.2-391D(2)I,2,99.86553282480958,46.2-391D(2)I,traffic
12-25,2,99.86575236305478,12-25,
46.2-391D(2)II,2,99.8659719013,46.2-391D(2)II,traffic
46.2-1038,2,99.8661914395452,46.2-1038,traffic
19.2-358 (E),2,99.86641097779041,19.2-358,procedural_other
2026-03-30 00:00:00,2,99.86663051603563,2026-03-30 00:00:00,
25-14,2,99.86685005428083,25-14,
54.2-3466,2,99.86706959252604,54.2-3466,
37.2-918,2,99.86728913077125,37.2-918,
2007-5 5.1,2,99.86750866901646,2007-5 5.1,
54.1-2902,2,99.86772820726166,54.1-2902,drug
18.2-414.2,2,99.86794774550688,18.2-414.2,
19.2-275,2,99.86816728375209,19.2-275,procedural_other
29.1-521(A)(4),2,99.86838682199729,29.1-521,
C.46.2-871,2,99.8686063602425,46.2-871,traffic
2026-04-30 00:00:00,2,99.86882589848771,2026-04-30 00:00:00,
53.1-161,2,99.86904543673292,53.1-161,corrections_related
18.2-39,2,99.86926497497812,18.2-39,violent
31-4,2,99.86948451322334,31-4,
18.2-423.2,2,99.86970405146855,18.2-423.2,
18.2-460(D),2,99.86992358971375,18.2-460,obstruction_justice
6.1-60,2,99.87014312795897,6.1-60,
54-35,2,99.87036266620417,54-35,
18.2-270,2,99.87058220444938,18.2-270,dui_traffic_criminal
21-1/46.2-829,2,99.8708017426946,21-1,
21-1/46.2-869,2,99.8710212809398,21-1,
21-1/46.2-1139,2,99.871240819185,21-1,
21-1/46.2-1112,2,99.87146035743022,21-1,
C.46.2-853,2,99.87167989567543,46.2-853,traffic
18.2-31(8),2,99.87189943392063,18.2-31,violent
18.2-31(6),2,99.87211897216585,18.2-31,violent
24.2-1001,2,99.87233851041105,24.2-1001,
10.1-1418,2,99.87255804865626,10.1-1418,
62.1-194,2,99.87277758690146,62.1-194,
2.2-3115,2,99.87299712514668,2.2-3115,
14-185,2,99.87321666339189,14-185,
46.2-1048,2,99.87343620163709,46.2-1048,traffic
52-8.4:2,2,99.87365573988231,52-8.4:2,
192.-303.3,2,99.87387527812751,192.-303.3,
18.2-268-3,2,99.87409481637272,18.2-268-3,dui_traffic_criminal
8-127,2,99.87431435461794,8-127,
2026-04-22 00:00:00,2,99.87453389286314,2026-04-22 00:00:00,
2026-03-02 00:00:00,2,99.87475343110835,2026-03-02 00:00:00,
2026-04-01 00:00:00,2,99.87497296935356,2026-04-01 00:00:00,
29.1-733.6,2,99.87519250759877,29.1-733.6,
5-534,2,99.87541204584397,5-534,
31-10(33.2-802),2,99.87563158408919,31-10,
18.2-374.3.B,2,99.8758511223344,18.2-374.3.B,public_order
18.2-504,2,99.8760706605796,18.2-504,
6-166,2,99.87629019882482,6-166,
2026-05-11 00:00:00,2,99.87650973707002,2026-05-11 00:00:00,
3.1-796.122,2,99.87672927531523,3.1-796.122,
"18.2-193(1,C)",2,99.87694881356043,18.2-193,fraud_financial
46.2-1508,2,99.87716835180565,46.2-1508,traffic
38-3/1-9,2,99.87738789005085,38-3,
58.1-1017.4,2,99.87760742829606,58.1-1017.4,
42.7,2,99.87782696654128,42.7,
5-51,2,99.87804650478648,5-51,
46.2-1078.1A,2,99.87826604303169,46.2-1078.1A,traffic
18.2-403.1,2,99.8784855812769,18.2-403.1,
USBC 108.1,2,99.87870511952211,USBC 108.1,
USBC 114.1,2,99.87892465776731,USBC 114.1,
50-73,2,99.87914419601253,50-73,
19.2-360,2,99.87936373425774,19.2-360,procedural_other
19.2-152.8,2,99.87958327250294,19.2-152.8,procedural_other
3.2-6508,2,99.87980281074816,3.2-6508,animal_cruelty
78.2-6-146,2,99.88002234899336,78.2-6-146,
18.2-268.2,2,99.88024188723857,18.2-268.2,dui_traffic_criminal
60.2-627,2,99.88046142548377,60.2-627,
18.2-36.1(B),2,99.88068096372899,18.2-36.1,violent
21-1/46.2-910,2,99.8809005019742,21-1,
14.5-4,2,99.8811200402194,14.5-4,
23-43.2,2,99.88133957846462,23-43.2,
18.2-42.1,2,99.88155911670982,18.2-42.1,violent
16.1-253.2(A),2,99.88177865495503,16.1-253.2,juvenile_family
18.2-48(I),2,99.88199819320025,18.2-48,violent
18.2-477.1,2,99.88221773144545,18.2-477.1,obstruction_justice
14-27,2,99.88243726969066,14-27,
19.2-215.7,1,99.88254703881326,19.2-215.7,procedural_other
3.2-6519,1,99.88265680793587,3.2-6519,animal_cruelty
16.1-285..1,1,99.88276657705848,16.1-285..1,juvenile_family
21-1/46.2-838,1,99.88287634618108,21-1,
19.2-306`,1,99.88298611530368,19.2-306`,probation_violation
18.2-327.1,1,99.88309588442628,18.2-327.1,
29-17 (C),1,99.88320565354888,29-17,
21-1/46.2-1156,1,99.8833154226715,21-1,
12-43.2,1,99.8834251917941,12-43.2,
19.32-306,1,99.8835349609167,19.32-306,
21-1/46.2-1013,1,99.88364473003931,21-1,
21-1/18.2-308.2,1,99.88375449916191,21-1,
21-/46.2-613,1,99.88386426828451,21-,
"18.2-137 (B,I)",1,99.88397403740713,18.2-137,property
19.2-358 E,1,99.88408380652973,19.2-358 E,procedural_other
25-163,1,99.88419357565233,25-163,
23-22/18.2-388,1,99.88430334477493,23-22,
46.2-1539,1,99.88441311389754,46.2-1539,traffic
A. 18.2-102,1,99.88452288302014,18.2-102,property
21-1/46.2-890,1,99.88463265214274,21-1,
21-1/46.2-921.1,1,99.88474242126536,21-1,
21-1/46.2-1107,1,99.88485219038796,21-1,
46.2-612.1,1,99.88496195951056,46.2-612.1,traffic
29.17,1,99.88507172863316,29.17,
18.2-308.2 (A),1,99.88518149775577,18.2-308.2,weapons
25-41,1,99.88529126687837,25-41,
25-218(10),1,99.88540103600099,25-218,
39.5-3,1,99.88551080512359,39.5-3,
5-202,1,99.88562057424619,5-202,
23-10/18.2-415,1,99.88573034336879,23-10,
21-1/46.2-860,1,99.8858401124914,21-1,
17.1-43,1,99.885949881614,17.1-43,
18.2-479(B),1,99.88605965073661,18.2-479,obstruction_justice
18.2-187,1,99.88616941985921,18.2-187,fraud_financial
45.2-856,1,99.88627918898182,45.2-856,
22-64,1,99.88638895810442,22-64,
22-10,1,99.88649872722702,22-10,
22-37,1,99.88660849634962,22-37,
3.2-6540.1 (D),1,99.88671826547223,3.2-6540.1,animal_cruelty
33.1-345,1,99.88682803459484,33.1-345,
18.2-126(A),1,99.88693780371744,18.2-126,property
46.2-391(D)(2),1,99.88704757284005,46.2-391,traffic
A46.2-1095,1,99.88715734196265,A46.2-1095,
"18.2-67.2 (A,1)",1,99.88726711108525,18.2-67.2,sexual_offense
20-61,1,99.88737688020785,20-61,
18.2-535,1,99.88748664933047,18.2-535,
2026-12-25 00:00:00,1,99.88759641845307,2026-12-25 00:00:00,
2026-12-16 00:00:00,1,99.88770618757567,2026-12-16 00:00:00,
519.2-306,1,99.88781595669828,519.2-306,
19.2-21,1,99.88792572582088,19.2-21,procedural_other
18.2-4569(5),1,99.88803549494348,18.2-4569,
18.2-67.1(A),1,99.8881452640661,18.2-67.1,sexual_offense
10-32,1,99.8882550331887,10-32,
33.2-210,1,99.8883648023113,33.2-210,
2021-04 7-4,1,99.8884745714339,2021-04 7-4,
30-41-2,1,99.8885843405565,30-41-2,
62-82,1,99.88869410967911,62-82,
30-85-24.55,1,99.88880387880171,30-85-24.55,
12-54.1,1,99.88891364792433,12-54.1,
16.1-269.4,1,99.88902341704693,16.1-269.4,juvenile_family
18.2-186.2,1,99.88913318616953,18.2-186.2,fraud_financial
18.2-248 (E1),1,99.88924295529213,18.2-248,drug
32-250.22,1,99.88935272441474,32-250.22,
49CFR391.45,1,99.88946249353734,49CFR391.45,
29.-521,1,99.88957226265995,29.-521,
13-239.1,1,99.88968203178256,13-239.1,
65-8,1,99.88979180090516,65-8,
74-216,1,99.88990157002776,74-216,
46.2-1601,1,99.89001133915036,46.2-1601,traffic
18.1-212,1,99.89012110827296,18.1-212,
52-260,1,99.89023087739558,52-260,
24-7301,1,99.89034064651818,24-7301,
106-383,1,99.89045041564079,106-383,
18.2-287.4(I),1,99.89056018476339,18.2-287.4,weapons
22-2 18.2-266,1,99.89066995388599,22-2 18.2-266,
2026-10-09 00:00:00,1,99.89077972300859,2026-10-09 00:00:00,
13-95,1,99.8908894921312,13-95,
18.2-281,1,99.89099926125381,18.2-281,weapons
99VCC999.049,1,99.89110903037641,99VCC999.049,
11-52,1,99.89121879949901,11-52,
54-33 (18.2-388,1,99.89132856862162,54-33 (18.2-388,
396.7,1,99.89143833774422,396.7,
46.2-1109,1,99.89154810686682,46.2-1109,traffic
118.2-427,1,99.89165787598944,118.2-427,
10-211,1,99.89176764511204,10-211,
18.2-361.01(B),1,99.89187741423464,18.2-361.01,juvenile_family
"18.2-67.3(A,4,A",1,99.89198718335724,"18.2-67.3(A,4,A",sexual_offense
18.2-56.1(A1),1,99.89209695247985,18.2-56.1,violent
18.2-108.1(A),1,99.89220672160245,18.2-108.1,property
18.2-198,1,99.89231649072505,18.2-198,fraud_financial
46.2.-341.21,1,99.89242625984767,46.2.-341.21,traffic
10-81,1,99.89253602897027,10-81,
15-36,1,99.89264579809287,15-36,
14-28,1,99.89275556721547,14-28,
4VAC5-30-290,1,99.89286533633808,4VAC5-30-290,
46.2-105.1,1,99.89297510546068,46.2-105.1,traffic
9.1-1104,1,99.8930848745833,9.1-1104,
18.2-61A.II,1,99.8931946437059,18.2-61A.II,sexual_offense
18.2-456.6,1,99.8933044128285,18.2-456.6,obstruction_justice
46.2-8611,1,99.8934141819511,46.2-8611,traffic
19.2-036,1,99.8935239510737,19.2-036,procedural_other
22,1,99.8936337201963,22,
318.2-53.1,1,99.89374348931892,318.2-53.1,
58.1-4017,1,99.89385325844152,58.1-4017,
18.2-270.2,1,99.89396302756413,18.2-270.2,dui_traffic_criminal
18.2-46O,1,99.89407279668673,18.2-46O,violent
18.2-308 (A),1,99.89418256580933,18.2-308,weapons
11.1A-18,1,99.89429233493193,11.1A-18,
54.1-704.1,1,99.89440210405454,54.1-704.1,drug
2026-04-19 00:00:00,1,99.89451187317715,2026-04-19 00:00:00,
3.2-6566,1,99.89462164229975,3.2-6566,animal_cruelty
74-134,1,99.89473141142236,74-134,
19.2-248,1,99.89484118054496,19.2-248,procedural_other
3.2-6540 1D),1,99.89495094966756,3.2-6540 1D),animal_cruelty
46.2-1602,1,99.89506071879016,46.2-1602,traffic
9-26/304.1,1,99.89517048791278,9-26,
9-26/304.2,1,99.89528025703538,9-26,
9-26/304.6,1,99.89539002615798,9-26,
3.2-6510,1,99.89549979528059,3.2-6510,animal_cruelty
G 46.2-870,1,99.89560956440319,G 46.2-870,
2021-07-7-4,1,99.89571933352579,2021-07-7-4,
19-22,1,99.8958291026484,19-22,
14-91,1,99.89593887177101,14-91,
14-121,1,99.89604864089361,14-121,
19.23-132,1,99.89615841001621,19.23-132,procedural_other
18.2-248(C.1.),1,99.89626817913881,18.2-248,drug
18.2-248(C.2.),1,99.89637794826142,18.2-248,drug
46.2-612(3),1,99.89648771738402,46.2-612,traffic
4VAC15-350-60,1,99.89659748650664,4VAC15-350-60,
A.46.2-391D,1,99.89670725562924,46.2-391D,traffic
58-141,1,99.89681702475184,58-141,
28.2-905,1,99.89692679387444,28.2-905,
19.2-270,1,99.89703656299704,19.2-270,procedural_other
19.1-305,1,99.89714633211965,19.1-305,
17-21,1,99.89725610124226,17-21,
26-125,1,99.89736587036487,26-125,
21-146.2-646,1,99.89747563948747,21-146.2-646,
"46.2-391 (D,1)",1,99.89758540861007,46.2-391,traffic
A. 46.2-707,1,99.89769517773267,46.2-707,traffic
5.11.3,1,99.89780494685527,5.11.3,
2.4.14,1,99.89791471597789,2.4.14,
18.2-463,1,99.89802448510049,18.2-463,obstruction_justice
46.2-818.2B,1,99.8981342542231,46.2-818.2B,traffic
18.2-67.2 A1B2,1,99.8982440233457,18.2-67.2 A1B2,sexual_offense
2026-06-10 00:00:00,1,99.8983537924683,2026-06-10 00:00:00,
58.1-3,1,99.8984635615909,58.1-3,
2VAC5-321-30(B),1,99.8985733307135,2VAC5-321-30,
4VAC15-90-231B,1,99.89868309983612,4VAC15-90-231B,
3.2-6587(A)(2),1,99.89879286895872,3.2-6587,animal_cruelty
99VCC999.048,1,99.89890263808132,99VCC999.048,
B.46.2-829,1,99.89901240720393,46.2-829,traffic
54.1-1115(B),1,99.89912217632653,54.1-1115,drug
21-1/46.2-656,1,99.89923194544913,21-1,
23-22.1(4.1-308,1,99.89934171457175,23-22.1(4.1-308,
18.2-58 (B)(2),1,99.89945148369435,18.2-58,violent
46.2-81,1,99.89956125281695,46.2-81,traffic
46.2-395,1,99.89967102193955,46.2-395,traffic
54-122,1,99.89978079106216,54-122,
18.2-23/18.2-58,1,99.89989056018476,18.2-23,
46.2-612 (1),1,99.90000032930737,46.2-612,traffic
B 46.2-301,1,99.90011009842998,B 46.2-301,
21-1/46.2-606,1,99.90021986755258,21-1,
25.218(10),1,99.90032963667518,25.218,
129.2-306,1,99.90043940579778,129.2-306,
30-10,1,99.90054917492039,30-10,
018.2-95,1,99.90065894404299,018.2-95,
25-91,1,99.9007687131656,25-91,
25-119,1,99.9008784822882,25-119,
14.5-5,1,99.90098825141081,14.5-5,
14.2-56,1,99.90109802053341,14.2-56,
25-293.2,1,99.90120778965601,25-293.2,
21-1/.46.2-1158,1,99.90131755877862,21-1,
10.1-1424,1,99.90142732790123,10.1-1424,
318.2-456(A)(6),1,99.90153709702383,318.2-456,
21-3,1,99.90164686614644,21-3,
18.2-61(B)(2),1,99.90175663526904,18.2-61,sexual_offense
18.2-248  (C),1,99.90186640439164,18.2-248,drug
18.2-58.1(A),1,99.90197617351424,18.2-58.1,
319.2-306,1,99.90208594263686,319.2-306,
18.2-67.3(A.1),1,99.90219571175946,18.2-67.3,sexual_offense
6-88 (3.2-6521),1,99.90230548088206,6-88,
18.2-61(B<2),1,99.90241525000467,18.2-61,sexual_offense
62-29,1,99.90252501912727,62-29,
18.2-460 (B),1,99.90263478824987,18.2-460,obstruction_justice
4VAC15-430-190,1,99.90274455737247,4VAC15-430-190,
18.2-465.1,1,99.90285432649509,18.2-465.1,obstruction_justice
3.2-6542.1,1,99.90296409561769,3.2-6542.1,animal_cruelty
15.2-2286(A)(5),1,99.90307386474029,15.2-2286,
10-3-0613,1,99.9031836338629,10-3-0613,
3-2-0326,1,99.9032934029855,3-2-0326,
10-3-0300,1,99.9034031721081,10-3-0300,
3.1-796.68,1,99.90351294123072,3.1-796.68,
10-3-0862,1,99.90362271035332,10-3-0862,
18.2-204,1,99.90373247947592,18.2-204,fraud_financial
10-3-0859,1,99.90384224859852,10-3-0859,
4-3,1,99.90395201772112,4-3,
18.2-45(5),1,99.90406178684373,18.2-45,violent
6-3,1,99.90417155596634,6-3,
18.2-101,1,99.90428132508895,18.2-101,property
18.2-248-01,1,99.90439109421155,18.2-248-01,drug
A. 46.2-852,1,99.90450086333415,46.2-852,traffic
10-45 (A6),1,99.90461063245675,10-45,
18.2-186.3(B)1,1,99.90472040157935,18.2-186.3(B)1,fraud_financial
4VAC15-420-100,1,99.90483017070196,4VAC15-420-100,
19.2-358(B),1,99.90493993982457,19.2-358,procedural_other
182-456,1,99.90504970894717,182-456,
18.2-64.1,1,99.90515947806978,18.2-64.1,sexual_offense
26-129,1,99.90526924719238,26-129,
10-45(A)(6),1,99.90537901631498,10-45,
18.2-456 (5),1,99.90548878543758,18.2-456,obstruction_justice
46-17,1,99.9055985545602,46-17,
18.2-456 (A)(1),1,99.9057083236828,18.2-456,obstruction_justice
18.2-456(1)(6),1,99.9058180928054,18.2-456,obstruction_justice
10-45(A4),1,99.905927861928,10-45,
46.-157,1,99.90603763105061,46.-157,
15.2-1209,1,99.90614740017321,15.2-1209,
46-208,1,99.90625716929581,46-208,
58.1-4126,1,99.90636693841843,58.1-4126,
21-29 (B),1,99.90647670754103,21-29,
5-36,1,99.90658647666363,5-36,
SECTION 22-4,1,99.90669624578624,SECTION 22-4,
4-1,1,99.90680601490884,4-1,
13-6(16),1,99.90691578403144,13-6,
42-17,1,99.90702555315406,42-17,
50-2,1,99.90713532227666,50-2,
46.2-301(B),1,99.90724509139926,46.2-301,traffic
29.1-113,1,99.90735486052186,29.1-113,
29.1-207,1,99.90746462964447,29.1-207,
66-258,1,99.90757439876707,66-258,
118-1,1,99.90768416788968,118-1,
A 18.2-272,1,99.90779393701229,A 18.2-272,
18.2-32/26,1,99.90790370613489,18.2-32,violent
54-5,1,99.90801347525749,54-5,
18.2-250(B),1,99.90812324438009,18.2-250,drug
46.2-111(C),1,99.9082330135027,46.2-111,traffic
4VAC5-30-95,1,99.9083427826253,4VAC5-30-95,
55.1-2839,1,99.90845255174791,55.1-2839,
99VCC999.065,1,99.90856232087052,99VCC999.065,
99VCC999.143,1,99.90867208999312,99VCC999.143,
B.18.2-90,1,99.90878185911572,18.2-90,property
5-83(A3),1,99.90889162823832,5-83,
9-22.5(A),1,99.90900139736092,9-22.5,
17-10,1,99.90911116648354,17-10,
1-31(2)(A),1,99.90922093560614,1-31,
15-6,1,99.90933070472875,15-6,
58.1-4018.1(A),1,99.90944047385135,58.1-4018.1,
9-22,1,99.90955024297395,9-22,
46-16.1,1,99.90966001209655,46-16.1,
5-38(A)(3),1,99.90976978121917,5-38,
6.2-1625,1,99.90987955034177,6.2-1625,
"CHPT 1,SEC 1-31",1,99.90998931946437,"CHPT 1,SEC 1-31",
18.2-346.01(I),1,99.91009908858697,18.2-346.01,
22-6,1,99.91020885770958,22-6,
18.2-258.1(A),1,99.91031862683218,18.2-258.1,drug
18.2-195(2),1,99.91042839595478,18.2-195,fraud_financial
18.2-51.6(B),1,99.9105381650774,18.2-51.6,violent
46.2-1017,1,99.9106479342,46.2-1017,traffic
HCC-18-2-F,1,99.9107577033226,HCC-18-2-F,
18.2-116,1,99.9108674724452,18.2-116,property
466.08,1,99.9109772415678,466.08,
654.03,1,99.91108701069041,654.03,
18.2-23B/95,1,99.91119677981303,18.2-23B,
63.2-522/18.-95,1,99.91130654893563,63.2-522,
18.2-22/103,1,99.91141631805823,18.2-22,
18.2-26/103,1,99.91152608718083,18.2-26,
612.25,1,99.91163585630343,612.25,
14-68,1,99.91174562542604,14-68,
32.1-127.1:03,1,99.91185539454865,32.1-127.1:03,
49CFR393.75,1,99.91196516367125,49CFR393.75,
63.2-1509,1,99.91207493279386,63.2-1509,
86.13,1,99.91218470191646,86.13,
4VAC15-370-70,1,99.91229447103906,4VAC15-370-70,
18.2-516,1,99.91240424016166,18.2-516,
4VAC15-330-60,1,99.91251400928427,4VAC15-330-60,
28-36,1,99.91262377840688,28-36,
26-126.1,1,99.91273354752948,26-126.1,
29-8 (18.2-57),1,99.91284331665209,29-8,
18.2-65,1,99.91295308577469,18.2-65,sexual_offense
16-14(1001.3SFP,1,99.91306285489729,16-14(1001.3SFP,
16-14,1,99.9131726240199,16-14,
46.2-823,1,99.91328239314251,46.2-823,traffic
25-646,1,99.91339216226511,25-646,
18.2-26/18.2-41,1,99.91350193138771,18.2-26,
18.2-22/18.2-41,1,99.91361170051032,18.2-22,
18-11,1,99.91372146963292,18-11,
5-300,1,99.91383123875552,5-300,
18.2-90/18.2-26,1,99.91394100787814,18.2-90,property
34-146,1,99.91405077700074,34-146,
"18.2-456 (A,6)",1,99.91416054612334,18.2-456,obstruction_justice
23.1-225,1,99.91427031524594,23.1-225,
18.2-26/18.2-31,1,99.91438008436855,18.2-26,
16.1-11(A)(2),1,99.91448985349115,16.1-11,juvenile_family
29.1-505,1,99.91459962261375,29.1-505,
167-2,1,99.91470939173637,167-2,
158-1,1,99.91481916085897,158-1,
19.2-128  (C),1,99.91492892998157,19.2-128,failure_to_appear
418.2-172,1,99.91503869910417,418.2-172,
54.1-4018.1,1,99.91514846822677,54.1-4018.1,drug
18.2-29/18.2-58,1,99.91525823734938,18.2-29,
23-26(18.2-346),1,99.915368006472,23-26,
"66-203, 66-8",1,99.9154777755946,"66-203, 66-8",
23-7(18.2-460),1,99.9155875447172,23-7,
23-43(18.2-119),1,99.9156973138398,23-43,
18.2-22/18.5-58,1,99.9158070829624,18.2-22,
18.2-257/18.2-2,1,99.915916852085,18.2-257,drug
"18.2-250 (A,B)",1,99.91602662120762,18.2-250,drug
99VCC999.045,1,99.91613639033022,99VCC999.045,
4VAC20-890-25,1,99.91624615945283,4VAC20-890-25,
4VAC20-890-40,1,99.91635592857543,4VAC20-890-40,
18.2-29/18.2-48,1,99.91646569769803,18.2-29,
18.2-26/18.2-48,1,99.91657546682063,18.2-26,
F.46.2-1095,1,99.91668523594323,46.2-1095,traffic
18.2-456 (A)(5),1,99.91679500506585,18.2-456,obstruction_justice
46.2-1050,1,99.91690477418845,46.2-1050,traffic
2026-05-14 00:00:00,1,99.91701454331105,2026-05-14 00:00:00,
2026-05-22 00:00:00,1,99.91712431243366,2026-05-22 00:00:00,
46.2-818.2A(2),1,99.91723408155626,46.2-818.2A,traffic
18.2-57.2 (B),1,99.91734385067886,18.2-57.2,violent
154.2.060,1,99.91745361980148,154.2.060,
154.2.063,1,99.91756338892408,154.2.063,
17-7(18.2-388),1,99.91767315804668,17-7,
15-7A,1,99.91778292716928,15-7A,
18.2-350,1,99.91789269629189,18.2-350,
46.2-2099.48,1,99.91800246541449,46.2-2099.48,traffic
5.45,1,99.9181122345371,5.45,
4VAC15-40-300,1,99.91822200365971,4VAC15-40-300,
4 VAC 15-90-70,1,99.91833177278231,4 VAC 15-90-70,
29.1-749.2,1,99.91844154190491,29.1-749.2,
4VAC15-430-50,1,99.91855131102751,4VAC15-430-50,
2026-05-18 00:00:00,1,99.91866108015012,2026-05-18 00:00:00,
14-109,1,99.91877084927272,14-109,
16.2-133.1,1,99.91888061839533,16.2-133.1,
4.1-1100 CA1,1,99.91899038751794,4.1-1100 CA1,
28.2-710,1,99.91910015664054,28.2-710,
18.2-308.4 (B),1,99.91920992576314,18.2-308.4,weapons
4VAC20-1250-30A,1,99.91931969488574,4VAC20-1250-30A,
46.2-391.2,1,99.91942946400835,46.2-391.2,traffic
4VAC20-270.20,1,99.91953923313096,4VAC20-270.20,
6-16.1B,1,99.91964900225356,6-16.1B,
21-7.1,1,99.91975877137617,21-7.1,
25-171,1,99.91986854049877,25-171,
18.2-248 (J),1,99.91997830962137,18.2-248,drug
18.2-26/18.2-80,1,99.92008807874397,18.2-26,
16.2-253,1,99.92019784786659,16.2-253,
21-1/46.2-915.2,1,99.92030761698919,21-1,
19.2-358.,1,99.9204173861118,19.2-358.,procedural_other
3-36,1,99.9205271552344,3-36,
22-11.1,1,99.920636924357,22-11.1,
23-7A,1,99.9207466934796,23-7A,
18.2456,1,99.9208564626022,18.2456,
46.2-372,1,99.92096623172482,46.2-372,traffic
42-10,1,99.92107600084742,42-10,
6.1-75,1,99.92118576997002,6.1-75,
18.2-26/8.2-51,1,99.92129553909263,18.2-26,
46.2-804.2,1,99.92140530821523,46.2-804.2,traffic
21-146.2-878,1,99.92151507733783,21-146.2-878,
18.2-57 (A),1,99.92162484646045,18.2-57,violent
29-5 (A),1,99.92173461558305,29-5,
21-1/46.2-613(2,1,99.92184438470565,21-1,
21-1/18.2-323.1,1,99.92195415382825,21-1,
21.1/46.2-613(2,1,99.92206392295085,21.1,
21.1/46.2-1158,1,99.92217369207346,21.1,
18.2-33/18.2-32,1,99.92228346119606,18.2-33,violent
19.2-327.1,1,99.92239323031868,19.2-327.1,procedural_other
46.2-1309,1,99.92250299944128,46.2-1309,traffic
23-7.3/18.2-460,1,99.92261276856388,23-7.3,
46.2.924,1,99.92272253768648,46.2.924,traffic
25-656,1,99.92283230680908,25-656,
18.2-26/18.2-61,1,99.92294207593169,18.2-26,
23-7(A),1,99.9230518450543,23-7,
29-16,1,99.9231616141769,29-16,
21-1/18.2-460(E,1,99.92327138329951,21-1,
38-3/18.2-280,1,99.92338115242211,38-3,
18.2-250 A (B),1,99.92349092154471,18.2-250 A,drug
54.1-3466 (B),1,99.92360069066731,54.1-3466,drug
21-1/46.2-806,1,99.92371045978993,21-1,
21-1-/46.2-301,1,99.92382022891253,21-1-,
54.1-3450,1,99.92392999803513,54.1-3450,drug
14-46,1,99.92403976715774,14-46,
19.2-359 (E),1,99.92414953628034,19.2-359,procedural_other
14-44,1,99.92425930540294,14-44,
14-45,1,99.92436907452554,14-45,
23-32 A1,1,99.92447884364816,23-32 A1,
6-5E,1,99.92458861277076,6-5E,
21.1/46.2-802,1,99.92469838189336,21.1,
21.1/18.2-266,1,99.92480815101597,21.1,
21-1/46.2-1015,1,99.92491792013857,21-1,
CON5035S9,1,99.92502768926117,CON5035S9,
23-54,1,99.92513745838379,23-54,
28.2-225,1,99.92524722750639,28.2-225,
18.2-36.1(A),1,99.92535699662899,18.2-36.1,violent
2026-06-23 00:00:00,1,99.9254667657516,2026-06-23 00:00:00,
6-54,1,99.9255765348742,6-54,
46.2-1068,1,99.9256863039968,46.2-1068,traffic
9.1-145,1,99.92579607311941,9.1-145,
53.1-203(8),1,99.92590584224202,53.1-203,corrections_related
2026-05-06 00:00:00,1,99.92601561136462,2026-05-06 00:00:00,
19/2-306,1,99.92612538048722,19,
18.2-460 E,1,99.92623514960982,18.2-460 E,obstruction_justice
"18,2-57 (C)",1,99.92634491873243,"18,2-57",
18.2-67.1(A)III,1,99.92645468785503,18.2-67.1(A)III,sexual_offense
46.2-828,1,99.92656445697764,46.2-828,traffic
18-91,1,99.92667422610025,18-91,
46.2-828.1,1,99.92678399522285,46.2-828.1,traffic
19.2-158,1,99.92689376434545,19.2-158,procedural_other
\,1,99.92700353346805,\,
7-49,1,99.92711330259066,7-49,
24-18,1,99.92722307171327,24-18,
21-186,1,99.92733284083587,21-186,
21,1,99.92744260995848,21,
18.2-391,1,99.92755237908108,18.2-391,
118.2-456,1,99.92766214820368,118.2-456,
18.2-96 & 104,1,99.92777191732628,18.2-96,property
18.2-234,1,99.9278816864489,18.2-234,
46.2-819.2,1,99.9279914555715,46.2-819.2,traffic
2021-04-1-1,1,99.9281012246941,2021-04-1-1,
21-04-7-4,1,99.9282109938167,21-04-7-4,
29.1-354,1,99.92832076293931,29.1-354,
2021-04-7-4A2,1,99.92843053206191,2021-04-7-4A2,
2020-5-7-5B,1,99.92854030118451,2020-5-7-5B,
2020-05-7-5,1,99.92865007030713,2020-05-7-5,
2020-05-2-6,1,99.92875983942973,2020-05-2-6,
18.2-91/18.2-26,1,99.92886960855233,18.2-91,property
8.2/8.3/503.1,1,99.92897937767493,8.2,
18.2-387/22-2,1,99.92908914679754,18.2-387,public_order
53.1-203(2),1,99.92919891592014,53.1-203,corrections_related
46.2-666,1,99.92930868504276,46.2-666,traffic
F46.2-874,1,99.92941845416536,F46.2-874,
63.2-1712,1,99.92952822328796,63.2-1712,
